track_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,popularity
Stillness Is The Move,Dirty Projectors,"['art pop', 'brooklyn indie', 'experimental pop', 'indie rock', 'indietronica', 'noise pop']",0.569,0.542,-5.784,0.134,0.109,0.204,0.53,76.309,314320,0
Pressure Drop,Toots & The Maytals,"['reggae', 'roots reggae', 'ska']",0.66,0.392,-17.606,0.0365,0.601,0.0376,0.979,147.395,229560,0
Dancing In the Dark,Bruce Springsteen,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0.527,0.942,-5.64,0.0366,0.0115,0.188,0.495,148.723,241307,0
The Real Slim Shady,Eminem,"['detroit hip hop', 'hip hop', 'rap']",0.949,0.661,-4.244,0.0572,0.0302,0.0454,0.76,104.504,284200,0
California Girls - Remix/Remastered 2001,The Beach Boys,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",0.503,0.62,-6.069,0.0296,0.471,0.159,0.713,116.599,160360,0
Crimson & Clover - Single Version; Mono,Tommy James & The Shondells,"['bubblegum pop', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock-and-roll']",0.405,0.592,-12.309,0.0698,0.262,0.166,0.659,82.736,208667,0
Across The Universe - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.257,0.412,-11.788,0.0287,0.361,0.0702,0.858,152.126,228133,0
Masters of War,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",0.556,0.273,-15.973,0.0372,0.613,0.188,0.692,166.064,271360,0
Say It Ain't So,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",0.634,0.551,-7.136,0.0352,0.00737,0.07,0.453,151.779,258827,0
The Sun Ain't Gonna Shine Anymore,The Walker Brothers,['british invasion'],0.381,0.683,-6.795,0.0354,0.224,0.244,0.434,111.036,194907,0
American Idiot,Green Day,"['modern rock', 'permanent wave', 'punk', 'rock']",0.38,0.988,-2.042,0.0639,2.64e-05,0.368,0.769,186.113,176346,0
After the Gold Rush,Neil Young,"['canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']",0.473,0.158,-12.9,0.0332,0.984,0.113,0.329,98.008,225973,0
"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,"['classic rock', 'folk', 'folk rock', 'singer-songwriter']",0.438,0.349,-15.569,0.038,0.338,0.417,0.683,124.984,163587,0
Call Me,Blondie,"['candy pop', 'new wave pop', 'permanent wave', 'power pop', 'rock']",0.551,0.628,-13.799,0.036,0.0336,0.151,0.777,142.167,212893,0
You're so Vain,Carly Simon,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.659,0.678,-8.18,0.0313,0.157,0.0784,0.647,106.186,258411,0
Feel Good Inc.,Gorillaz,"['alternative hip hop', 'modern rock', 'rock']",0.818,0.705,-6.679,0.177,0.00836,0.613,0.772,138.559,222640,0
Bela Lugosi's Dead,Bauhaus,"['alternative rock', 'dark wave', 'dream pop', 'gothic rock', 'industrial rock', 'new wave', 'post-punk', 'uk post-punk']",0.578,0.689,-9.309,0.0983,0.00806,0.0611,0.548,153.981,582333,0
Champagne Supernova - Remastered,Oasis,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",0.293,0.817,-3.786,0.039,0.458,0.355,0.138,150.249,451320,0
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.479,0.549,-10.551,0.373,0.57,0.127,0.576,180.985,252187,0
My Favorite Things,John Coltrane,"['bebop', 'free jazz', 'jazz', 'jazz saxophone', 'vocal jazz']",0.277,0.242,-18.442,0.0342,0.694,0.113,0.285,175.384,824133,0
About A Girl,Nirvana,"['grunge', 'permanent wave', 'rock']",0.409,0.932,-4.538,0.0339,1.87e-05,0.31,0.591,131.761,166640,0
Lady Marmalade - Single Version,LaBelle,"['contemporary r&b', 'philly soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0.554,0.571,-12.016,0.0616,0.108,0.0951,0.772,116.408,194653,0
Caught Out There,Kelis,"['dance pop', 'hip pop', 'neo soul', 'urban contemporary']",0.848,0.691,-6.775,0.093,0.0512,0.0723,0.922,92.996,291707,0
Sex on Fire,Kings of Leon,"['modern rock', 'rock']",0.542,0.905,-5.653,0.054,0.00172,0.136,0.374,153.398,203347,0
Mind Playing Tricks on Me,Geto Boys,"['conscious hip hop', 'g funk', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop']",0.886,0.512,-11.825,0.237,0.207,0.0991,0.454,93.997,308733,0
In Dreams,Roy Orbison,"['adult standards', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter']",0.495,0.435,-9.99,0.0286,0.67,0.13,0.71,108.189,169160,0
Call It Stormy Monday But Tuesday Is Just As Bad,T-Bone Walker,"['blues', 'chicago blues', 'electric blues', 'jazz blues', 'texas blues', 'traditional blues']",0.621,0.134,-15.836,0.0496,0.853,0.0412,0.44,103.782,183027,0
Basket Case,Green Day,"['modern rock', 'permanent wave', 'punk', 'rock']",0.442,0.943,-3.205,0.0602,0.00293,0.091,0.781,85.064,181533,0
Train in Vain (Stand by Me) - Remastered,The Clash,"['alternative rock', 'permanent wave', 'punk', 'rock']",0.762,0.722,-8.712,0.0428,0.0922,0.132,0.966,122.769,194667,0
Gold Soundz,Pavement,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze']",0.448,0.614,-9.357,0.031,0.0675,0.14,0.479,126.459,159707,0
Back Stabbers,The O'Jays,"['classic soul', 'disco', 'funk', 'philly soul', 'quiet storm', 'soul']",0.751,0.714,-11.614,0.0374,0.317,0.639,0.935,124.379,186093,0
Nobody,Mitski,"['brooklyn indie', 'pov: indie']",0.398,0.717,-5.253,0.0398,0.07,0.085,0.487,117.296,193429,0
Sledgehammer - 2012 Remaster,Peter Gabriel,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'permanent wave', 'progressive rock', 'rock', 'singer-songwriter', 'soft rock']",0.641,0.682,-7.561,0.0392,0.044,0.0394,0.468,96.319,311986,0
Don't Dream It's Over,Crowded House,"['australian rock', 'permanent wave']",0.439,0.422,-17.227,0.0409,0.0148,0.0697,0.551,81.833,236933,0
1234,Feist,"['art pop', 'canadian indie', 'canadian pop', 'chamber pop', 'indie pop', 'indie rock']",0.71,0.484,-7.415,0.049,0.217,0.0879,0.576,109.951,183667,0
Super Bass,Nicki Minaj,"['hip pop', 'pop', 'queens hip hop', 'rap']",0.723,0.86,-4.357,0.203,0.271,0.598,0.667,126.979,200013,0
We Will Rock You - Remastered 2011,Queen,"['classic rock', 'glam rock', 'rock']",0.693,0.497,-7.316,0.119,0.679,0.258,0.473,81.308,122067,0
Blank Space,Taylor Swift,['pop'],0.753,0.678,-5.421,0.0644,0.085,0.13,0.583,96.006,231827,0
Money (That's What I Want) - Single Version / Mono,Barrett Strong,['motown'],0.656,0.813,-7.324,0.033,0.349,0.114,0.96,132.313,158493,0
Piano Man,Billy Joel,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.331,0.55,-6.483,0.0272,0.605,0.192,0.429,177.734,339000,0
It's Like That,Run–D.M.C.,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",0.964,0.889,-5.169,0.147,0.0591,0.166,0.552,121.144,290280,0
"Walk, Don't Run",The Ventures,['surf music'],0.423,0.88,-7.223,0.0319,0.202,0.299,0.96,155.968,126480,0
Atomic Dog,George Clinton,"['funk', 'p funk', 'soul']",0.895,0.665,-6.285,0.224,0.3,0.236,0.734,107.654,286160,0
You Get What You Give,New Radicals,['pop rock'],0.621,0.901,-5.396,0.0302,0.17,0.0875,0.744,113.967,300773,0
What You Know,T.I.,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.551,0.81,-4.365,0.0344,0.0155,0.169,0.332,73.464,274333,0
Only Shallow,my bloody valentine,"['alternative rock', 'dream pop', 'noise pop', 'shoegaze']",0.138,0.691,-7.976,0.0443,0.000377,0.0895,0.36,170.342,257520,0
you made me realise,my bloody valentine,"['alternative rock', 'dream pop', 'noise pop', 'shoegaze']",0.0895,0.892,-7.958,0.066,1.39e-06,0.0784,0.322,175.365,226160,0
Everybody Wants To Rule The World,Tears For Fears,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",0.645,0.795,-12.095,0.0527,0.347,0.104,0.535,112.067,251489,0
Touch Me I'm Sick,Mudhoney,"['alternative rock', 'grunge', 'punk']",0.354,0.941,-6.984,0.0737,4.79e-05,0.331,0.569,131.442,152707,0
He Stopped Loving Her Today,George Jones,"['country', 'country rock', 'honky tonk']",0.351,0.21,-14.838,0.0334,0.76,0.29,0.394,144.25,195760,0
I Saw Her Standing There - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.491,0.801,-9.835,0.0361,0.27,0.0665,0.971,160.109,173947,0
Who Knows Where The Time Goes?,Fairport Convention,"['british folk', 'folk']",0.51,0.194,-15.849,0.0315,0.686,0.113,0.434,144.595,305987,0
Mood Indigo,The Jungle Band,['harlem renaissance'],0.688,0.155,-11.102,0.0388,0.935,0.141,0.226,88.445,189653,0
You Keep Me Hangin' On,The Supremes,"['classic girl group', 'disco', 'motown', 'soul']",0.682,0.612,-7.004,0.0381,0.284,0.0783,0.845,127.647,163280,0
Only You (And You Alone),The Platters,"['adult standards', 'easy listening', 'rock-and-roll', 'rockabilly']",0.419,0.331,-10.497,0.0293,0.932,0.102,0.322,80.647,160093,0
Rock Island Line - Mono Version,Lonnie Donegan,"['music hall', 'skiffle']",0.506,0.721,-6.53,0.0862,0.648,0.102,0.744,110.897,203160,0
Mercy Mercy Me (The Ecology),Marvin Gaye,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",0.498,0.634,-12.16,0.0475,0.328,0.0962,0.515,93.161,193573,0
Atmosphere - 2020 Digital Remaster,Joy Division,"['alternative rock', 'art rock', 'indie rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",0.609,0.399,-10.79,0.03,0.242,0.109,0.469,119.937,252093,0
"It's Alright, Ma (I'm Only Bleeding)",Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",0.681,0.257,-15.348,0.0695,0.597,0.161,0.566,115.867,449093,0
Rock and Roll - Remaster,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",0.317,0.887,-7.292,0.0375,0.000582,0.0891,0.871,169.613,220561,0
"Don't Think Twice, It's All Right",Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",0.6,0.243,-17.085,0.0366,0.89,0.249,0.468,110.535,217400,0
I Shot The Sheriff,The Wailers,"['reggae', 'roots reggae']",0.801,0.641,-9.349,0.173,0.34,0.0693,0.741,96.96,279720,0
Machine Gun,Portishead,"['alternative rock', 'art pop', 'dark pop', 'electronica', 'laboratorio', 'trip hop']",0.565,0.575,-6.116,0.0409,0.015,0.106,0.0601,105.12,283440,0
Got My Mojo Working,Muddy Waters,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",0.517,0.795,-9.633,0.0594,0.585,0.226,0.875,113.534,172060,0
Int'l Players Anthem (I Choose You) (feat. Outkast),UGK,['dirty south rap'],0.675,0.68,-5.01,0.256,0.0655,0.354,0.845,155.698,259040,0
Loud Places,Jamie xx,"['electronica', 'future garage', 'indie soul', 'indietronica']",0.646,0.63,-10.748,0.0435,0.00462,0.122,0.164,109.018,283067,0
Sail Away - 2002 Remaster,Randy Newman,"['movie tunes', 'singer-songwriter']",0.341,0.161,-12.324,0.0326,0.936,0.12,0.0961,134.75,173267,0
L.A. Woman,The Doors,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",0.354,0.731,-9.178,0.0382,0.0812,0.115,0.697,170.633,471160,0
Fame - 2016 Remaster,David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.786,0.555,-10.276,0.0471,0.454,0.0826,0.673,95.1,261373,0
Red Eyes,The War On Drugs,"['chamber pop', 'indie rock', 'modern rock', 'philly indie']",0.464,0.814,-6.371,0.0369,0.00882,0.162,0.467,161.845,298920,0
My Way,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",0.401,0.381,-7.458,0.0274,0.7,0.122,0.229,75.454,276800,0
Lonely Boy,The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",0.356,0.872,-7.837,0.068,0.00417,0.0997,0.607,166.3,193653,0
Ain't Misbehavin',Fats Waller,"['dixieland', 'harlem renaissance', 'jazz', 'jazz piano', 'stride', 'swing', 'tin pan alley', 'vintage jazz', 'vocal jazz']",0.548,0.31,-14.484,0.0554,0.988,0.158,0.598,95.765,245440,0
Supersonic - Remastered,Oasis,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",0.359,0.913,-2.865,0.0391,6.31e-05,0.0954,0.589,104.058,283787,0
My Guy,Mary Wells,"['classic soul', 'motown', 'soul']",0.691,0.581,-7.85,0.065,0.557,0.147,0.91,126.615,174440,0
Boy From School,Hot Chip,"['alternative dance', 'dance rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",0.631,0.863,-3.963,0.0297,0.161,0.0846,0.497,125.994,319653,0
Band On The Run - 2010 Remaster,Paul McCartney,"['beatlesque', 'classic rock', 'rock']",0.479,0.601,-8.806,0.0318,0.0832,0.11,0.669,124.966,313027,0
The Scientist,Coldplay,"['permanent wave', 'pop']",0.557,0.442,-7.224,0.0243,0.731,0.11,0.213,146.277,309600,0
Praise You,Fatboy Slim,"['big beat', 'electronica']",0.602,0.893,-8.641,0.0483,0.0957,0.171,0.528,109.716,323240,0
Buffalo Stance,Neneh Cherry,"['new wave pop', 'urban contemporary']",0.708,0.627,-11.155,0.0614,0.0113,0.338,0.764,107.246,342360,0
Coal Miner's Daughter - Single Version,Loretta Lynn,"['classic country pop', 'country', 'nashville sound']",0.604,0.354,-14.07,0.0313,0.836,0.103,0.635,137.349,180960,0
Ain't No Mountain High Enough,Marvin Gaye,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",0.663,0.6,-10.87,0.032,0.43,0.184,0.8,129.991,151667,0
Caldonia - Single Version,Louis Jordan & His Tympany Five,['jazz blues'],0.518,0.356,-11.742,0.085,0.828,0.0841,0.948,167.665,161267,0
Sunday Morning,The Velvet Underground,"['alternative rock', 'melancholia', 'permanent wave', 'protopunk', 'rock']",0.506,0.442,-13.268,0.0276,0.0869,0.0846,0.532,105.826,175893,0
Lucille,Little Richard,"['blues', 'rock-and-roll', 'rockabilly', 'soul']",0.676,0.708,-12.115,0.0698,0.592,0.166,0.919,143.669,143827,0
Hit the Road Jack,Ray Charles,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",0.598,0.571,-12.616,0.139,0.704,0.513,0.962,173.141,119880,0
Big Yellow Taxi,Joni Mitchell,"['canadian singer-songwriter', 'folk', 'folk rock', 'singer-songwriter']",0.611,0.47,-9.135,0.0356,0.579,0.581,0.97,85.527,134800,0
Jungleland,Bruce Springsteen,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0.299,0.584,-5.984,0.0334,0.374,0.073,0.183,133.712,575653,0
You Want It Darker,Leonard Cohen,"['canadian singer-songwriter', 'melancholia', 'permanent wave', 'singer-songwriter']",0.674,0.327,-16.986,0.0574,0.613,0.0756,0.494,108.995,284373,0
Dark Star - Single Version,Grateful Dead,"['cosmic american', 'double drumming', 'jam band', 'psychedelic rock']",0.377,0.0849,-17.892,0.039,0.882,0.19,0.354,85.022,161800,0
White Riot - Remastered,The Clash,"['alternative rock', 'permanent wave', 'punk', 'rock']",0.168,0.974,-4.862,0.0655,0.000598,0.295,0.609,205.278,116440,0
SICKO MODE,Travis Scott,"['hip hop', 'rap', 'slap house']",0.834,0.73,-3.714,0.222,0.00513,0.124,0.446,155.008,312820,0
Are 'Friends' Electric?,Gary Numan,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",0.428,0.714,-9.735,0.0376,0.0697,0.163,0.435,94.033,323133,0
Izzo (H.O.V.A.),JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",0.618,0.844,-4.051,0.342,0.0178,0.0634,0.697,84.411,240627,0
We Are The Champions - Remastered 2011,Queen,"['classic rock', 'glam rock', 'rock']",0.268,0.459,-6.948,0.0346,0.378,0.119,0.172,64.223,179200,0
"Hold On, I'm Comin'",Sam & Dave,"['classic soul', 'memphis soul', 'soul', 'southern soul']",0.803,0.338,-14.029,0.0349,0.196,0.097,0.912,106.841,155707,0
Gin and Juice,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",0.603,0.762,-7.744,0.285,0.0953,0.478,0.379,94.726,211867,0
Whip It,DEVO,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",0.78,0.869,-7.255,0.0517,0.0744,0.0621,0.957,157.902,161133,0
Love in Vain - Take 1,Robert Johnson,"['acoustic blues', 'blues', 'delta blues', 'pre-war blues', 'traditional blues']",0.74,0.0413,-18.767,0.0829,0.96,0.104,0.477,89.864,143200,0
Paradise City,Guns N' Roses,"['glam metal', 'hard rock', 'rock']",0.268,0.98,-5.958,0.103,0.0192,0.182,0.395,100.315,405600,0
Astronomy Domine,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.348,0.633,-11.527,0.048,0.376,0.346,0.0805,124.096,251279,0
Ruby Tuesday,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",0.524,0.553,-10.767,0.0292,0.831,0.174,0.517,104.578,196493,0
I Like It,Cardi B,"['pop', 'rap']",0.816,0.726,-3.998,0.129,0.099,0.372,0.65,136.048,253390,0
Bro's,Panda Bear,"['art pop', 'chamber pop', 'chillwave', 'collage pop', 'dream pop', 'experimental pop', 'indie rock', 'indietronica', 'noise pop']",0.405,0.879,-4.907,0.0446,0.0548,0.0905,0.619,130.955,757667,0
Águas De Março,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",0.654,0.393,-13.392,0.129,0.865,0.123,0.533,143.801,214366,0
"Sing, Sing, Sing",Benny Goodman,"['adult standards', 'big band', 'dixieland', 'jazz', 'jazz clarinet', 'swing', 'tin pan alley', 'vintage jazz', 'vocal jazz']",0.62,0.67,-11.575,0.0591,0.853,0.156,0.295,113.492,520293,0
The Wilhelm Scream,James Blake,"['art pop', 'electronica', 'indie soul', 'indietronica', 'neo soul', 'uk alternative pop']",0.546,0.291,-12.252,0.138,0.784,0.0894,0.363,169.959,273840,0
Strings of Life,Derrick May,"['acid house', 'detroit techno', 'minimal techno', 'techno']",0.714,0.878,-6.209,0.065,0.153,0.0871,0.509,128.103,362947,0
Start Me Up - Remastered 2009,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",0.631,0.932,-4.142,0.0354,0.0436,0.0918,0.971,122.429,213067,0
Out of Time,Blur,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.528,0.456,-8.581,0.0275,0.0424,0.364,0.319,138.65,233373,0
Down By The Water,PJ Harvey,"['alternative rock', 'art pop', 'melancholia', 'permanent wave', 'piano rock', 'singer-songwriter']",0.623,0.622,-12.255,0.0412,0.00168,0.343,0.319,125.166,194507,0
Animal Nitrate,Suede,[],0.237,0.906,-5.124,0.0483,0.458,0.0794,0.26,99.806,206333,0
Do You Really Want To Hurt Me,Culture Club,"['album rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.744,0.376,-14.996,0.0366,0.0815,0.108,0.42,100.78,262173,0
It Was A Good Day,Ice Cube,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.78,0.754,-5.377,0.0952,0.135,0.0467,0.81,82.394,260307,0
You've Got To Hide Your Love Away - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.398,0.392,-9.05,0.0282,0.207,0.102,0.378,184.267,129120,0
Aqualung,Jethro Tull,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'singer-songwriter', 'symphonic rock']",0.477,0.479,-11.887,0.0483,0.0649,0.0906,0.662,122.531,396187,0
When the Levee Breaks - Remaster,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",0.271,0.766,-8.03,0.0329,0.00217,0.0707,0.803,142.914,428851,0
Redbone,Childish Gambino,"['atl hip hop', 'hip hop', 'rap']",0.745,0.353,-10.614,0.0983,0.174,0.118,0.598,160.111,326933,0
Latch,Disclosure,"['edm', 'house', 'indietronica', 'tropical house', 'uk dance']",0.729,0.735,-5.455,0.0919,0.0178,0.089,0.544,121.986,255867,0
Step On - 2007 Remaster,Happy Mondays,"['britpop', 'dance rock', 'madchester']",0.595,0.889,-7.163,0.0332,1.12e-05,0.118,0.45,105.153,318507,0
Sexy Boy,Air,['soft rock'],0.437,0.652,-6.152,0.0288,0.0011,0.111,0.211,111.888,298467,0
