track_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,popularity
Né quelque part,Maxime Le Forestier,['chanson'],0.743,0.576,-11.431,0.0645,0.264,0.418,0.722,149.378,237827,0
El Oso,Moris,"['canadian pop', 'canadian singer-songwriter', 'lilith', 'neo mellow', 'pop rock', 'singer-songwriter']",0.426,0.588,-6.739,0.0398,0.718,0.574,0.689,105.498,174973,0
Physical - Remastered 2021,Olivia Newton-John,"['adult standards', 'australian dance', 'disco', 'mellow gold', 'soft rock']",0.84,0.728,-8.473,0.0436,0.127,0.114,0.74,124.066,225993,0
Rapp Payback (Where Iz Moses) - Single Version,James Brown,"['funk', 'soul']",0.893,0.848,-6.69,0.0765,0.0338,0.0499,0.651,116.536,283587,0
Sleeps with Angels,Neil Young,"['canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']",0.55,0.483,-14.89,0.0349,0.41,0.62,0.527,124.341,165707,0
Rain Falls For Wind,The Sleepy Jackson,"['australian alternative rock', 'perth indie']",0.559,0.912,-5.314,0.0318,0.06,0.625,0.576,126.246,243387,0
Padam padam - 2012 Remastered,Édith Piaf,"['chanson', 'torch song', 'vintage schlager']",0.402,0.298,-5.402,0.0438,0.906,0.0676,0.535,179.916,197747,0
You're The Best Thing,The Style Council,"['new romantic', 'new wave', 'new wave pop', 'sophisti-pop']",0.604,0.723,-6.458,0.0358,0.432,0.102,0.68,83.455,340627,0
Dirty Laundry,Don Henley,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.756,0.773,-6.65,0.0306,0.0848,0.0792,0.954,98.384,336800,0
Texas Flood,Larry Davis,"['soul blues', 'texas blues']",0.467,0.277,-12.101,0.0283,0.89,0.2,0.535,99.83,163373,0
Books From Boxes,Maximo Park,"['britpop', 'newcastle indie', 'scottish rock']",0.402,0.577,-6.123,0.0341,0.0899,0.113,0.539,95.371,208653,0
Green-Eyed Lady,Sugarloaf,"['bubblegum pop', 'country rock', 'psychedelic rock', 'southern rock']",0.627,0.574,-11.017,0.136,0.0778,0.117,0.896,150.452,410000,0
Friction,Television,[],0.576,0.781,-8.6,0.0479,0.00237,0.468,0.723,121.197,283627,0
Mr. Brownstone,Guns N' Roses,"['glam metal', 'hard rock', 'rock']",0.491,0.974,-6.695,0.0486,0.0307,0.274,0.527,106.281,228587,0
"Checking In, Checking Out",The High Llamas,"['baroque pop', 'chamber pop']",0.617,0.562,-14.995,0.0289,0.0961,0.289,0.824,122.325,345533,0
My Girl Sloopy,The Vibrations,[],0.667,0.836,-6.829,0.0663,0.29,0.387,0.658,113.8,173973,0
Last Stop: This Town,Eels,"['alternative rock', 'chamber pop', 'melancholia']",0.65,0.729,-8.641,0.0434,0.37,0.323,0.753,103.705,207067,0
Could It Be Magic,Barry Manilow,"['adult standards', 'mellow gold', 'soft rock', 'yacht rock']",0.315,0.506,-7.283,0.0347,0.85,0.131,0.291,122.913,409053,0
You Held the World in Your Arms,Idlewild,"['britpop', 'scottish indie', 'scottish rock']",0.385,0.908,-3.287,0.0558,1.71e-05,0.105,0.375,132.877,202436,0
Radio Ga Ga - Remastered 2011,Queen,"['classic rock', 'glam rock', 'rock']",0.744,0.502,-7.705,0.0359,0.179,0.19,0.655,112.345,348227,0
Unbeschreiblich Weiblich,Nina Hagen,['german punk'],0.536,0.72,-12.188,0.125,0.0162,0.271,0.545,131.97,210600,0
Something for the Weekend,The Divine Comedy,"['baroque pop', 'britpop', 'chamber pop', 'melancholia']",0.537,0.879,-6.723,0.0796,0.00229,0.239,0.555,128.038,259560,0
2-4-6-8 Motorway,Tom Robinson Band,"['glam rock', 'pub rock']",0.672,0.706,-5.551,0.0779,0.0578,0.0595,0.658,124.782,197933,0
Nothing Arrived,Villagers,"['chamber pop', 'indie folk', 'irish rock']",0.562,0.72,-6.286,0.0323,0.119,0.12,0.302,119.969,223936,0
You Got It (The Right Stuff),New Kids On The Block,['boy band'],0.787,0.522,-13.029,0.0578,0.0126,0.0671,0.923,111.576,249960,0
Factory Girl - 50th Anniversary Edition,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",0.443,0.462,-9.74,0.0351,0.203,0.142,0.447,177.096,129933,0
Love For Sale,Billie Holiday,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'soul', 'swing', 'torch song', 'vocal jazz']",0.5,0.146,-13.796,0.0505,0.982,0.144,0.317,72.811,176280,0
Little Children,Billy J. Kramer,"['british invasion', 'merseybeat']",0.576,0.528,-9.832,0.0325,0.731,0.156,0.707,104.979,167507,0
Girlfriend,Avril Lavigne,"['canadian pop', 'candy pop', 'pop']",0.56,0.959,-2.433,0.102,0.000722,0.209,0.669,163.983,216600,0
Air BnB,Kim Gordon,['noise rock'],0.516,0.594,-5.604,0.0403,0.00321,0.108,0.209,136.02,250760,0
"Method Man (feat. Method Man, Raekwon, GZA, RZA & Ghostface Killah)",Wu-Tang Clan,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.903,0.519,-10.109,0.307,0.0286,0.328,0.596,101.561,350560,0
No Me Destruyas,Zoé,"['latin alternative', 'latin rock', 'mexican rock', 'morelos indie', 'rock en espanol']",0.429,0.865,-4.849,0.0432,0.185,0.122,0.522,154.968,226480,0
Don't Make Me Wait - MAW Main; 2016 - Remaster,NYC Peech Boys,[],0.901,0.528,-7.963,0.0453,0.000766,0.0382,0.699,113.71,502035,0
I Write the Songs,Barry Manilow,"['adult standards', 'mellow gold', 'soft rock', 'yacht rock']",0.267,0.417,-8.79,0.0283,0.824,0.087,0.331,142.595,235800,0
"De Do Do Do, De Da Da Da",The Police,"['album rock', 'classic rock', 'permanent wave', 'rock']",0.78,0.523,-8.884,0.051,0.06,0.24,0.855,147.86,247293,0
N.W.O.,Ministry,['latin christian'],0.449,0.934,-8.607,0.0427,3.32e-05,0.0773,0.437,160.734,330867,0
China Cat Sunflower - 2013 Remaster,Grateful Dead,"['cosmic american', 'double drumming', 'jam band', 'psychedelic rock']",0.412,0.581,-11.452,0.0395,0.106,0.276,0.77,96.994,222236,0
Christine,Siouxsie and the Banshees,"['alternative rock', 'dream pop', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']",0.687,0.729,-8.112,0.0675,0.134,0.0977,0.382,74.886,179600,0
Babe,Styx,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']",0.267,0.204,-13.714,0.0317,0.527,0.0924,0.0903,169.486,265973,0
Standard,Empress Of,"['art pop', 'electropop', 'escape room', 'etherpop', 'shiver pop']",0.614,0.58,-5.815,0.0286,0.304,0.108,0.274,150.009,218413,0
I'm a Man - 2002 Remaster,Chicago,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.55,0.947,-6.983,0.0735,0.000596,0.0999,0.61,127.609,462760,0
Everybody's Coming to My House,David Byrne,"['art pop', 'art punk', 'art rock', 'permanent wave', 'solo wave']",0.662,0.97,-4.855,0.0871,0.0163,0.0979,0.675,126.038,209893,0
Que je t'aime,Johnny Hallyday,"['chanson', 'french pop', 'ye ye']",0.335,0.677,-5.225,0.0473,0.381,0.12,0.105,154.658,199640,0
Lovely Rita - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.61,0.471,-9.151,0.0261,0.0634,0.118,0.63,87.379,162093,0
Is It All Over My Face?,DJ Marley Marl,[],0.778,0.773,-9.461,0.141,0.00364,0.0429,0.904,121.639,366333,0
Sputnik Thema,Sputniks,[],0.431,0.868,-5.655,0.0473,0.0125,0.174,0.617,186.888,123867,0
The Gate,Björk,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']",0.286,0.252,-8.834,0.0391,0.738,0.119,0.0388,117.025,393579,0
Somebody Else's Guy,Jocelyn Brown,"['diva house', 'post-disco']",0.745,0.728,-9.843,0.0574,0.00353,0.099,0.623,103.015,386027,0
Reckless (Don't Be So...) - Remastered,Australian Crawl,['australian rock'],0.7,0.339,-10.101,0.0345,0.168,0.0772,0.219,60.197,323989,0
Fuori Dal Tunnel,Caparezza,"['italian adult pop', 'italian pop', 'italian reggae']",0.853,0.717,-4.853,0.128,0.189,0.104,0.665,92.005,310267,0
War on War,Wilco,"['alternative country', 'alternative rock', 'chicago indie', 'indie rock', 'roots rock', 'stomp and holler']",0.65,0.833,-8.446,0.0297,0.0323,0.233,0.677,131.184,227667,0
"Um, Um, Um, Um, Um, Um (Curious Mind) (Rerecorded)",Major Lance,"['chicago soul', 'northern soul']",0.85,0.604,-8.834,0.057,0.0972,0.0338,0.658,117.546,134120,0
Time Passages,Al Stewart,[],0.694,0.649,-7.176,0.0281,0.357,0.0868,0.603,111.98,403040,0
Night Boat to Cairo,Madness,"['britpop', 'new wave', 'ska', 'ska revival']",0.314,0.974,-5.011,0.0431,0.118,0.0749,0.598,155.551,211227,0
What's A Matter Baby (Is It Hurting You),Timi Yuro,['northern soul'],0.685,0.76,-9.354,0.043,0.43,0.0704,0.895,113.569,165560,0
I Might,Wilco,"['alternative country', 'alternative rock', 'chicago indie', 'indie rock', 'roots rock', 'stomp and holler']",0.729,0.806,-6.479,0.0348,0.0186,0.115,0.915,129.952,238804,0
Teenagers,My Chemical Romance,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",0.463,0.857,-3.063,0.0632,0.0506,0.184,0.856,111.647,161920,0
Glad - Remastered 2010,Traffic,"['art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'roots rock', 'symphonic rock']",0.431,0.673,-9.341,0.0279,0.0977,0.0937,0.69,134.924,419720,0
Love Stinks,The J. Geils Band,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.65,0.449,-7.555,0.0281,0.00312,0.548,0.699,89.641,224560,0
Pynk (feat. Grimes),Janelle Monáe,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']",0.672,0.291,-7.843,0.0897,0.0375,0.0925,0.417,100.961,240426,0
Murder Was The Case,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",0.464,0.687,-7.623,0.0858,0.00643,0.32,0.458,91.064,218187,0
That Old Black Magic,Louis Prima,"['adult standards', 'jump blues', 'lounge', 'swing']",0.648,0.35,-12.983,0.163,0.268,0.28,0.694,124.057,178867,0
Still Water (Love),Four Tops,"['classic soul', 'disco', 'motown', 'quiet storm', 'soul']",0.515,0.532,-12.472,0.0245,0.355,0.498,0.961,94.165,194693,0
The Show Must Go On,Queen,"['classic rock', 'glam rock', 'rock']",0.421,0.517,-11.49,0.035,0.526,0.136,0.109,84.011,272107,0
Concubine,Converge,"['boston hardcore', 'chaotic hardcore', 'mathcore', 'metalcore', 'post-hardcore', 'post-rock', 'sludge metal']",0.206,0.968,-3.648,0.201,0.000309,0.253,0.187,168.116,79333,0
Hit,The Wannadies,"['swedish alternative rock', 'swedish indie rock']",0.342,0.888,-4.404,0.0617,0.00116,0.214,0.287,159.118,142147,0
The Whole World (feat. Killer Mike),Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",0.814,0.852,-6.176,0.401,0.0958,0.0288,0.717,184.682,295347,0
All Over You,Live,['korean r&b'],0.32,0.835,-5.902,0.0572,0.00463,0.294,0.352,132.105,239547,0
Cherry Cherry,Neil Diamond,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.56,0.827,-4.157,0.0306,0.0271,0.0551,0.904,84.383,163907,0
Mercy Street - 2012 Remaster,Peter Gabriel,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'permanent wave', 'progressive rock', 'rock', 'singer-songwriter', 'soft rock']",0.568,0.228,-20.072,0.0326,0.387,0.0856,0.0492,92.729,382547,0
Drop The Pilot,Joan Armatrading,"['folk', 'singer-songwriter']",0.672,0.488,-15.441,0.0349,0.0349,0.131,0.964,127.887,221987,0
"You Can Make Me Dance, Sing or Anything (Even Take the Dog for a Walk, Mend a Fuse, Fold Away the Ironing Board, or Any Other Domestic Short Comings) - Single Version",Faces,"['blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'roots rock', 'singer-songwriter']",0.637,0.759,-7.741,0.0281,0.419,0.0778,0.908,107.899,262307,0
Strange Overtones,David Byrne,"['art pop', 'art punk', 'art rock', 'permanent wave', 'solo wave']",0.694,0.838,-6.942,0.0465,0.271,0.612,0.809,109.976,256493,0
God's Gonna Cut You Down,Johnny Cash,"['arkansas country', 'outlaw country', 'rock']",0.617,0.485,-8.227,0.115,0.868,0.115,0.845,82.228,158573,0
634-5789,Wilson Pickett,"['classic soul', 'memphis soul', 'soul', 'southern soul']",0.647,0.388,-11.92,0.0407,0.31,0.792,0.765,103.246,178586,0
T69 collapse,Aphex Twin,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",0.437,0.926,-9.758,0.0587,0.0113,0.0961,0.418,152.321,322841,0
The Moon,The Microphones,"['experimental rock', 'indie rock', 'lo-fi', 'noise pop', 'olympia wa indie', 'shoegaze']",0.201,0.718,-9.821,0.0657,0.395,0.135,0.159,149.734,316640,0
Why,Carly Simon,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.658,0.852,-9.058,0.0493,0.00567,0.341,0.73,92.346,248491,0
Ramblin' On My Mind,Robert Johnson,"['acoustic blues', 'blues', 'delta blues', 'pre-war blues', 'traditional blues']",0.687,0.173,-11.777,0.109,0.909,0.109,0.232,102.053,172160,0
Stop Breakin' Down Blues,Robert Johnson,"['acoustic blues', 'blues', 'delta blues', 'pre-war blues', 'traditional blues']",0.789,0.134,-12.17,0.11,0.936,0.152,0.463,114.234,139867,0
Since I Met You Baby,Ivory Joe Hunter,"['doo-wop', 'jazz blues', 'piano blues', 'rhythm and blues']",0.539,0.276,-12.152,0.0249,0.808,0.127,0.671,72.062,170293,0
La Tristesse Durera (Scream to a Sigh),Manic Street Preachers,"['britpop', 'permanent wave', 'rock', 'welsh rock']",0.566,0.647,-10.325,0.0259,0.0251,0.103,0.546,98.207,253040,0
Change Of Heart,El Perro del Mar,"['gothenburg indie', 'swedish indie pop', 'swedish synthpop']",0.728,0.41,-11.538,0.0265,0.598,0.125,0.554,87.504,308293,0
Just Like Real People,The Kendalls,['classic country pop'],0.574,0.287,-12.331,0.0262,0.791,0.098,0.461,73.434,209133,0
Last Kiss,Pearl Jam,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock']",0.598,0.75,-4.829,0.0278,0.274,0.102,0.752,112.129,195653,0
How High The Moon - 1st Take,Ella Fitzgerald,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",0.678,0.467,-5.177,0.0994,0.814,0.11,0.625,112.846,195427,0
Send Me A Postcard,Shocking Blue,['nederpop'],0.344,0.81,-8.098,0.0448,0.0017,0.119,0.667,153.801,160827,0
War On The East Coast,The New Pornographers,"['canadian indie', 'chamber pop', 'indie rock', 'modern power pop', 'vancouver indie']",0.466,0.94,-4.775,0.0487,0.0503,0.119,0.575,157.055,238160,0
All Things Must Pass - 2014 Remaster,George Harrison,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.505,0.562,-8.377,0.0299,0.444,0.105,0.431,122.446,226867,0
Everybody Wants Some!! - 2015 Remaster,Van Halen,"['album rock', 'classic rock', 'hard rock', 'rock']",0.528,0.769,-8.413,0.0469,0.0506,0.111,0.48,144.84,306050,0
La dernière séance,Eddy Mitchell,['chanson'],0.524,0.673,-10.605,0.0334,0.13,0.109,0.757,78.254,213227,0
Beercan,Beck,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'urbano latino']",0.773,0.607,-9.505,0.185,0.00367,0.0953,0.575,109.002,240320,0
Chain Smoker,Chance the Rapper,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",0.661,0.557,-8.798,0.198,0.0202,0.169,0.412,110.967,210562,0
It's Magic (with George Sirava and His Orchestra) - Version 1 - Take 6,Doris Day,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",0.222,0.114,-13.81,0.0385,0.911,0.196,0.146,82.789,205213,0
Squares,The Beta Band,"['britpop', 'chamber pop', 'scottish indie']",0.676,0.446,-11.519,0.0622,0.00337,0.114,0.507,150.033,226893,0
A Mess of Blues,Elvis Presley,"['rock-and-roll', 'rockabilly']",0.645,0.505,-11.434,0.0318,0.763,0.139,0.862,117.257,161067,0
Cartoon,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.671,0.301,-21.447,0.331,0.0777,0.216,0.255,113.818,398208,0
I Don't Believe You Want To Get Up And Dance (Oops Up Side Your Head),The Gap Band,"['disco', 'funk', 'motown', 'quiet storm', 'soul']",0.707,0.589,-12.636,0.0885,0.27,0.386,0.775,103.547,522667,0
Jackie Blue,The Ozark Mountain Daredevils,"['classic rock', 'country rock', 'soft rock', 'southern rock']",0.562,0.538,-9.937,0.0275,0.362,0.0411,0.962,107.096,250120,0
We'll Meet Again,Vera Lynn,['music hall'],0.351,0.153,-11.954,0.0322,0.903,0.405,0.212,91.749,183893,0
Fon der choop,Abe Elenkrig,[],0.546,0.652,-13.084,0.0409,0.996,0.367,0.477,130.411,187014,0
Best Thing That Ever Happened to Me,Gladys Knight & The Pips,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",0.494,0.675,-7.423,0.0478,0.172,0.199,0.497,92.856,225360,0
Wake Up And Make Love With Me,Ian Dury,['pub rock'],0.805,0.553,-12.49,0.0332,0.00435,0.138,0.959,124.098,264693,0
867-5309 / Jenny,Tommy Tutone,[],0.584,0.708,-10.039,0.0593,0.0264,0.112,0.564,137.657,226200,0
Run For Your Life - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.563,0.705,-9.232,0.103,0.0103,0.0552,0.822,176.732,141093,0
Man Out Of Time,Elvis Costello & The Attractions,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'pub rock']",0.289,0.696,-8.663,0.0372,0.00143,0.195,0.51,96.908,327093,0
Whispering Pines,The Band,"['hopebeat', 'pov: indie']",0.403,0.317,-12.551,0.0292,0.619,0.0841,0.155,70.172,237114,0
Freedom of '76,Ween,['alternative rock'],0.751,0.198,-14.337,0.0374,0.626,0.284,0.43,91.27,170667,0
Lawyers in Love,Jackson Browne,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'singer-songwriter', 'soft rock']",0.522,0.74,-6.496,0.0284,0.0286,0.145,0.639,139.031,259747,0
CRYBABY,ABRA,['alt z'],0.673,0.818,-6.871,0.0299,0.00955,0.0861,0.553,112.994,312248,0
October Song - 2010 Remaster,The Incredible String Band,"['british folk', 'psychedelic folk']",0.469,0.235,-14.301,0.0321,0.542,0.257,0.226,88.857,248307,0
I've Got A Tiger By The Tail - 2006 Remastered Version,Buck Owens,"['bakersfield sound', 'classic country pop', 'country', 'country rock', 'cowboy western', 'western swing']",0.701,0.497,-10.05,0.0316,0.595,0.118,0.963,96.513,133867,0
Something Good,Utah Saints,"['big beat', 'britpop', 'hardcore techno', 'hip house']",0.53,0.95,-10.553,0.0423,0.000517,0.13,0.507,126.86,355880,0
Feel Flows - Remastered 2009,The Beach Boys,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",0.502,0.285,-14.638,0.0265,0.667,0.346,0.35,94.311,288600,0
Deutschland,Slime,"['lo-fi chill', 'sad lo-fi']",0.618,0.705,-5.417,0.0348,0.0274,0.0851,0.909,110.473,223173,0
Stand Back - 2016 Remaster,Stevie Nicks,['heartland rock'],0.684,0.848,-7.908,0.0524,0.109,0.114,0.653,116.027,291093,0
"Türlich, Türlich (Sicher, Dicker)",Das Bo,['funk carioca'],0.777,0.693,-8.835,0.13,0.0526,0.121,0.667,140.044,239683,0
Comedy,Shack,"['g funk', 'west coast rap']",0.394,0.658,-8.351,0.0371,0.278,0.124,0.403,116.847,327253,0
Some Things Last a Long Time,Daniel Johnston,"['alternative rock', 'anti-folk', 'chamber pop', 'countrygaze', 'lo-fi', 'melancholia', 'noise pop', 'outsider']",0.497,0.0743,-15.137,0.0387,0.959,0.129,0.205,79.67,294332,0
Wicked,Ice Cube,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.803,0.972,-4.848,0.156,0.192,0.102,0.627,106.938,235707,0
Mon Amour (Alternative Single Mix),The Plan,"['american metalcore', 'mathcore', 'new jersey hardcore', 'new jersey punk', 'post-hardcore']",0.234,0.98,-3.083,0.142,2.08e-05,0.374,0.732,192.786,180560,0
I Am Waiting,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",0.63,0.396,-14.73,0.039,0.572,0.083,0.604,88.699,190933,0
Will The Circle Be Unbroken,Nitty Gritty Dirt Band,"['country rock', 'heartland rock']",0.413,0.523,-9.673,0.0272,0.642,0.357,0.446,96.892,288467,0
Almeno tu nell'universo,Mia Martini,"['classic italian pop', 'italian adult pop']",0.313,0.205,-14.441,0.0354,0.768,0.0717,0.0781,128.944,306013,0
Les cactus,Jacques Dutronc,"['chanson', 'ye ye']",0.56,0.812,-6.711,0.0411,0.0223,0.0224,0.919,123.934,162440,0
(Do You Remember) The Saturday Gigs? - Alternate Version,Mott The Hoople,"['british blues', 'glam rock', 'protopunk']",0.37,0.513,-9.475,0.0422,0.0566,0.548,0.244,128.617,258840,0
I'm Gonna Love You Just A Little More Baby,Barry White,"['disco', 'quiet storm', 'soul']",0.606,0.486,-13.553,0.041,0.0111,0.0757,0.809,87.567,431507,0
Good Times Roll,The Cars,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock', 'singer-songwriter', 'soft rock', 'synthpop']",0.607,0.662,-9.456,0.0278,0.0951,0.125,0.629,107.643,225853,0
Dog Days,Matthew Dear,"['experimental pop', 'microhouse', 'minimal techno']",0.849,0.843,-4.968,0.143,0.00175,0.137,0.636,126.973,353187,0
Rosebud,U.S. Girls,"['art pop', 'chamber psych', 'experimental pop']",0.749,0.873,-6.395,0.0568,0.593,0.107,0.83,103.991,189841,0
Valley of the Shadows,Origin Unknown,"['drum and bass', 'jungle', 'ragga jungle']",0.651,0.77,-10.258,0.058,0.0454,0.439,0.52,159.822,280973,0
Ride The Lightning (Remastered),Metallica,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",0.265,0.973,-6.129,0.173,5.15e-05,0.205,0.27,148.506,396987,0
She's Out of My Life - Single Version,Michael Jackson,"['r&b', 'soul']",0.293,0.0348,-23.92,0.0414,0.962,0.105,0.101,130.959,218267,0
Sittin' In The Balcony,Eddie Cochran,"['rock-and-roll', 'rockabilly']",0.527,0.464,-12.666,0.041,0.869,0.299,0.887,144.354,120027,0
Spellbound,Siouxsie and the Banshees,"['alternative rock', 'dream pop', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']",0.415,0.853,-11.098,0.038,0.0107,0.536,0.302,148.494,197013,0
Red Morning Light,Kings of Leon,"['modern rock', 'rock']",0.528,0.797,-5.387,0.044,0.0792,0.327,0.877,160.848,179427,0
The Late Great Johnny Ace,Paul Simon,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']",0.355,0.123,-17.078,0.0356,0.864,0.104,0.0558,111.754,287907,0
Don't Let Me Be Lonely Tonight - 2019 Remaster,James Taylor,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.616,0.18,-16.876,0.0351,0.809,0.129,0.306,75.726,155343,0
In the Garden,Van Morrison,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.538,0.299,-12.213,0.0363,0.675,0.256,0.32,139.959,347160,0
Nothin',N.O.R.E.,"['dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'southern hip hop']",0.791,0.863,-6.118,0.151,0.317,0.27,0.742,97.035,264653,0
Du trägst keine Liebe in dir,Echt,['belgian modern jazz'],0.549,0.809,-7.668,0.0307,0.0245,0.13,0.81,112.024,261933,0
Plateau,Meat Puppets,"['alternative rock', 'cowpunk', 'grunge']",0.481,0.469,-11.484,0.0625,0.243,0.101,0.65,170.219,142400,0
At the River,Groove Armada,"['big beat', 'electronica', 'nu skool breaks', 'trip hop']",0.697,0.514,-8.627,0.0286,0.0302,0.212,0.44,136.071,393640,0
I'm Into Something Good,Herman's Hermits,"['british invasion', 'classic rock', 'folk rock', 'rock-and-roll', 'singer-songwriter']",0.592,0.458,-8.2,0.0296,0.716,0.237,0.723,133.551,153507,0
Catch Us If You Can - 2019 - Remaster,The Dave Clark Five,"['british invasion', 'merseybeat']",0.473,0.602,-9.561,0.0669,0.149,0.213,0.897,146.514,114733,0
"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",Deniece Williams,"['contemporary r&b', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'urban contemporary']",0.808,0.485,-8.829,0.056,0.0761,0.0477,0.714,122.659,262440,0
If I Should Fall Behind,Bruce Springsteen,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0.717,0.221,-14.935,0.0327,0.22,0.119,0.309,112.713,177733,0
Skin Deep,The Stranglers,"['glam rock', 'new romantic', 'new wave', 'new wave pop', 'protopunk', 'pub rock', 'synthpop', 'zolo']",0.639,0.812,-8.785,0.0308,0.133,0.117,0.785,128.718,233187,0
All Falls Down,Kanye West,"['chicago rap', 'hip hop', 'rap']",0.657,0.734,-4.832,0.484,0.149,0.139,0.434,91.03,223507,0
Peek-A-Boo,Siouxsie and the Banshees,"['alternative rock', 'dream pop', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']",0.825,0.684,-8.6,0.256,0.444,0.106,0.622,105.207,192813,0
Do You Love What You Feel,Rufus & Chaka Khan,['funk'],0.808,0.773,-11.4,0.0365,0.022,0.654,0.893,119.944,269333,0
I'm Your Boogie Man,KC & The Sunshine Band,"['disco', 'mellow gold', 'new wave pop', 'soft rock', 'soul']",0.753,0.753,-13.023,0.0436,0.0144,0.0711,0.913,113.068,242133,0
Jumping At The Woodside,Count Basie,"['big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']",0.804,0.421,-14.589,0.111,0.765,0.0665,0.626,119.478,191133,0
Pour la peau,Dominique A,['montreal indie'],0.299,0.715,-6.09,0.0347,0.0148,0.126,0.209,164.063,304427,0
Treat Her Like A Lady,Cornelius Brothers & Sister Rose,['classic soul'],0.775,0.476,-8.539,0.0355,0.191,0.132,0.928,131.4,160360,0
